NAME                                    VERSION                                   TYPE                           
libavfilter9                            7:6.1.1-3ubuntu5                          deb                             
libavformat60                           7:6.1.1-3ubuntu5                          deb                             
libavtp0                                0.2.0-1build1                             deb                             
libavutil58                             7:6.1.1-3ubuntu5                          deb                             
libayatana-appindicator3-1              0.5.93-1build3                            deb                             
libayatana-ido3-0.4-0                   0.10.1-1build2                            deb                             
libayatana-indicator3-7                 0.9.4-1build1                             deb                             
libb-hooks-endofscope-perl              0.28-1                                    deb                             
libb-hooks-op-check-perl                0.22-3build1                              deb                             
libbamf3-2t64                           0.5.6+22.04.20220217-0ubuntu5             deb                             
libbdplus0                              0.2.0-3build1                             deb                             
libblas3                                3.12.0-3build1.1                          deb                             
libblkid1                               2.39.3-9ubuntu6.1                         deb                             
libblockdev-crypto3                     3.1.1-1                                   deb                             
libblockdev-fs3                         3.1.1-1                                   deb                             
libblockdev-loop3                       3.1.1-1                                   deb                             
libblockdev-mdraid3                     3.1.1-1                                   deb                             
libblockdev-nvme3                       3.1.1-1                                   deb                             
libblockdev-part3                       3.1.1-1                                   deb                             
libblockdev-swap3                       3.1.1-1                                   deb                             
libblockdev-utils3                      3.1.1-1                                   deb                             
libblockdev3                            3.1.1-1                                   deb                             
libbluetooth3                           5.72-0ubuntu5                             deb                             
libbluray2                              1:1.3.4-1build1                           deb                             
libbpf1                                 1:1.3.0-2build2                           deb                             
libbrotli1                              1.1.0-2build2                             deb                             
libbs2b0                                3.1.0+dfsg-7build1                        deb                             
libbsd0                                 0.12.1-1build1                            deb           (+1 duplicate)    
libbytesize-common                      2.10-1ubuntu2                             deb                             
libbytesize1                            2.10-1ubuntu2                             deb                             
libbz2-1.0                              1.0.8-5.1build0.1                         deb                             
libc-bin                                2.39-0ubuntu8.3                           deb                             
libc6                                   2.39-0ubuntu8.3                           deb           (+1 duplicate)    
libcaca0                                0.99.beta20-4build2                       deb                             
libcairo-gobject2                       1.18.0-3build1                            deb                             
libcairo-script-interpreter2            1.18.0-3build1                            deb                             
libcairo2                               1.18.0-3build1                            deb                             
libcairomm-1.0-1v5                      1.14.5-1build1                            deb                             
libcamel-1.2-64t64                      3.52.3-0ubuntu1                           deb                             
libcanberra-gtk3-0t64                   0.30-10ubuntu10                           deb                             
libcanberra-gtk3-module                 0.30-10ubuntu10                           deb                             
libcanberra-pulse                       0.30-10ubuntu10                           deb                             
libcanberra0t64                         0.30-10ubuntu10                           deb                             
libcap-ng0                              0.8.4-2build2                             deb                             
libcap2                                 1:2.66-5ubuntu2                           deb                             
libcap2-bin                             1:2.66-5ubuntu2                           deb                             
libcbor0.10                             0.10.2-1.2ubuntu2                         deb                             
libcdio-cdda2t64                        10.2+2.0.1-1.1build2                      deb                             
libcdio-paranoia2t64                    10.2+2.0.1-1.1build2                      deb                             
libcdio19t64                            2.1.0-4.1ubuntu1.2                        deb                             
libcdparanoia0                          3.10.2+debian-14build3                    deb                             
libcheese-gtk25                         44.1-1build4                              deb                             
libcheese8                              44.1-1build4                              deb                             
libchromaprint1                         1.5.1-5                                   deb                             
libcjson1                               1.7.17-1                                  deb                             
libclass-c3-perl                        0.35-2                                    deb                             
libclass-c3-xs-perl                     0.15-1build6                              deb                             
libclass-data-inheritable-perl          0.08-3                                    deb                             
libclass-inspector-perl                 1.36-3                                    deb                             
libclass-method-modifiers-perl          2.15-1                                    deb                             
libclass-singleton-perl                 1.6-2                                     deb                             
libclass-xsaccessor-perl                1.19-4build4                              deb                             
libclutter-1.0-0                        1.26.4+git2779b932+dfsg-7build3           deb                             
libclutter-1.0-common                   1.26.4+git2779b932+dfsg-7build3           deb                             
libclutter-gst-3.0-0                    3.0.27-4build1                            deb                             
libclutter-gtk-1.0-0                    1.8.4-4build5                             deb                             
libcodec2-1.2                           1.2.0-2build1                             deb                             
libcogl-common                          1.22.8-4ubuntu4                           deb                             
libcogl-pango20                         1.22.8-4ubuntu4                           deb                             
libcogl-path20                          1.22.8-4ubuntu4                           deb                             
libcogl20                               1.22.8-4ubuntu4                           deb                             
libcolord2                              1.4.7-1build2                             deb                             
libcolorhug2                            1.4.7-1build2                             deb                             
libcom-err2                             1.47.0-2.4~exp1ubuntu4.1                  deb                             
libcrack2                               2.9.6-5.1build2                           deb                             
libcrypt1                               1:4.4.36-4build1                          deb                             
libcryptsetup12                         2:2.7.0-1ubuntu4.1                        deb                             
libcups2t64                             2.4.7-1.2ubuntu7.3                        deb                             
libcupsfilters2-common                  2.0.0-0ubuntu7.1                          deb                             
libcupsfilters2t64                      2.0.0-0ubuntu7.1                          deb                             
libcurl3t64-gnutls                      8.5.0-2ubuntu10.6                         deb                             
libcurl4t64                             8.5.0-2ubuntu10.6                         deb                             
libdaemon0                              0.14-7.1ubuntu4                           deb                             
libdata-optlist-perl                    0.114-1                                   deb                             
libdatetime-locale-perl                 1:1.37-1                                  deb                             
libdatetime-perl                        2:1.65-1build2                            deb                             
libdatetime-timezone-perl               1:2.62-1+2024a                            deb                             
libdatrie1                              0.2.13-3build1                            deb                             
libdav1d7                               1.4.1-1build1                             deb                             
libdb5.3t64                             5.3.28+dfsg2-7                            deb                             
libdbus-1-3                             1.14.10-4ubuntu4.1                        deb                             
libdbus-glib-1-2                        0.112-3build2                             deb                             
libdbusmenu-glib4                       18.10.20180917~bzr492+repack1-3.1ubuntu5  deb                             
libdbusmenu-gtk3-4                      18.10.20180917~bzr492+repack1-3.1ubuntu5  deb                             
libdc1394-25                            2.2.6-4build1                             deb                             
libdca0                                 0.0.7-2build1                             deb                             
libdconf1                               0.40.0-4build2                            deb                             
libde265-0                              1.0.15-1build3                            deb                             
libdebconfclient0                       0.271ubuntu3                              deb                             
libdecor-0-0                            0.2.2-1build2                             deb                             
libdecor-0-plugin-1-gtk                 0.2.2-1build2                             deb                             
libdee-1.0-4                            1.2.7+17.10.20170616-7build5              deb                             
libdeflate0                             1.19-1build1.1                            deb                             
libdevel-callchecker-perl               0.008-2build3                             deb                             
libdevel-caller-perl                    2.07-1build3                              deb                             
libdevel-lexalias-perl                  0.05-3build4                              deb                             
libdevel-stacktrace-perl                2.0500-1                                  deb                             
libdevmapper1.02.1                      2:1.02.185-3ubuntu3.1                     deb                             
libdirectfb-1.7-7t64                    1.7.7-11.1ubuntu2                         deb                             
libdouble-conversion3                   3.3.0-1build1                             deb                             
libdrm-amdgpu1                          2.4.122-1~kisak~n                         deb           (+1 duplicate)    
libdrm-common                           2.4.122-1~kisak~n                         deb                             
libdrm-intel1                           2.4.122-1~kisak~n                         deb           (+1 duplicate)    
libdrm-nouveau2                         2.4.122-1~kisak~n                         deb           (+1 duplicate)    
libdrm-radeon1                          2.4.122-1~kisak~n                         deb           (+1 duplicate)    
libdrm2                                 2.4.122-1~kisak~n                         deb           (+1 duplicate)    
libduktape207                           2.7.0+tests-0ubuntu3                      deb                             
libdv4t64                               1.0.0-17.1build1                          deb                             
libdvdnav4                              6.1.1-3build1                             deb                             
libdvdread8t64                          6.1.3-1.1build1                           deb                             
libdw1t64                               0.190-1.1build4                           deb                             
libdynaloader-functions-perl            0.003-3                                   deb                             
libebackend-1.2-11t64                   3.52.3-0ubuntu1                           deb                             
libebook-1.2-21t64                      3.52.3-0ubuntu1                           deb                             
libebook-contacts-1.2-4t64              3.52.3-0ubuntu1                           deb                             
libecal-2.0-3                           3.52.3-0ubuntu1                           deb                             
libedata-book-1.2-27t64                 3.52.3-0ubuntu1                           deb                             
libedata-cal-2.0-2t64                   3.52.3-0ubuntu1                           deb                             
libedataserver-1.2-27t64                3.52.3-0ubuntu1                           deb                             
libedataserverui-1.2-4t64               3.52.3-0ubuntu1                           deb                             
libedit2                                3.1-20230828-1build1                      deb           (+1 duplicate)    
libegl-mesa0                            24.0.9-0ubuntu0.3                         deb           (+1 duplicate)    
libegl1                                 1.7.0-1build1                             deb           (+1 duplicate)    
libelf1t64                              0.190-1.1build4                           deb           (+1 duplicate)    
libenchant-2-2                          2.3.3-2build2                             deb                             
libepoxy0                               1.5.10-1build1                            deb                             
liberror-perl                           0.17029-2                                 deb                             
libeval-closure-perl                    0.14-3                                    deb                             
libevdev2                               1.13.1+dfsg-1build1                       deb                             
libevent-2.1-7t64                       2.1.12-stable-9ubuntu2                    deb                             
libexception-class-perl                 1.45-1                                    deb                             
libexif12                               0.6.24-1build2                            deb                             
libexo-2-0                              4.18.0-1build4                            deb                             
libexo-common                           4.18.0-1build4                            deb                             
libexpat1                               2.6.1-2ubuntu0.2                          deb           (+1 duplicate)    
libexporter-tiny-perl                   1.006002-1                                deb                             
libext2fs2t64                           1.47.0-2.4~exp1ubuntu4.1                  deb                             
libfaad2                                2.11.1-1build1                            deb                             
libfcitx-config4                        1:4.2.9.9-2build2                         deb                             
libfcitx-gclient1                       1:4.2.9.9-2build2                         deb                             
libfcitx-utils0                         1:4.2.9.9-2build2                         deb                             
libfdisk1                               2.39.3-9ubuntu6.1                         deb                             
libffi8                                 3.4.6-1build1                             deb           (+1 duplicate)    
libfftw3-double3                        3.3.10-1ubuntu3                           deb                             
libfftw3-single3                        3.3.10-1ubuntu3                           deb                             
libfido2-1                              1.14.0-1build3                            deb                             
libfile-sharedir-perl                   1.118-3                                   deb                             
libflac12t64                            1.4.3+ds-2.1ubuntu2                       deb                             
libflite1                               2.2-6build3                               deb                             
libfluidsynth3                          2.3.4-1build3                             deb                             
libfontconfig1                          2.15.0-1.1ubuntu2                         deb                             
libfontenc1                             1:1.1.8-1build1                           deb                             
libfreeaptx0                            0.1.1-2build1                             deb                             
libfreetype6                            2.13.2+dfsg-1build3                       deb                             
libfribidi0                             1.0.13-3build1                            deb                             
libfuse3-3                              3.14.0-5build1                            deb                             
libgail-common                          2.24.33-4ubuntu1.1                        deb                             
libgail18t64                            2.24.33-4ubuntu1.1                        deb                             
libgarcon-1-0                           4.18.1-1build3                            deb                             
libgarcon-common                        4.18.1-1build3                            deb                             
libgarcon-gtk3-1-0                      4.18.1-1build3                            deb                             
libgbm1                                 24.0.9-0ubuntu0.3                         deb           (+1 duplicate)    
libgcc-s1                               14.2.0-4ubuntu2~24.04                     deb           (+1 duplicate)    
libgck-1-0                              3.41.2-1build3                            deb                             
libgck-2-2                              4.2.0-5                                   deb                             
libgcr-4-4                              4.2.0-5                                   deb                             
libgcr-base-3-1                         3.41.2-1build3                            deb                             
libgcr-ui-3-1                           3.41.2-1build3                            deb                             
libgcrypt20                             1.10.3-2build1                            deb                             
libgd3                                  2.3.3-9ubuntu5                            deb                             
libgdata-common                         0.18.1-6build2                            deb                             
libgdata22                              0.18.1-6build2                            deb                             
libgdbm-compat4t64                      1.23-5.1build1                            deb                             
libgdbm6t64                             1.23-5.1build1                            deb                             
libgdk-pixbuf-2.0-0                     2.42.10+dfsg-3ubuntu3.1                   deb                             
libgdk-pixbuf2.0-bin                    2.42.10+dfsg-3ubuntu3.1                   deb                             
libgdk-pixbuf2.0-common                 2.42.10+dfsg-3ubuntu3.1                   deb                             
libgee-0.8-2                            0.20.6-1build2                            deb                             
libgeocode-glib-2-0                     3.26.3-6build3                            deb                             
libgeonames-common                      0.3.1-1build2                             deb                             
libgeonames0                            0.3.1-1build2                             deb                             
libgfortran5                            14.2.0-4ubuntu2~24.04                     deb                             
libgirepository-1.0-1                   1.80.1-1                                  deb                             
libgl-dev                               1.7.0-1build1                             deb                             
libgl1                                  1.7.0-1build1                             deb           (+1 duplicate)    
libgl1-amber-dri                        21.3.9-0ubuntu2                           deb                             
libgl1-mesa-dri                         24.3.2~kisak1~n                           deb           (+1 duplicate)    
libglapi-mesa                           24.0.9-0ubuntu0.3                         deb           (+1 duplicate)    
libgles2                                1.7.0-1build1                             deb           (+1 duplicate)    
libglib2.0-0t64                         2.80.0-6ubuntu3.2                         deb                             
libglib2.0-bin                          2.80.0-6ubuntu3.2                         deb                             
libglib2.0-data                         2.80.0-6ubuntu3.2                         deb                             
libglibmm-2.4-1t64                      2.66.7-1build1                            deb                             
libglu1-mesa                            9.0.2-1.1build1                           deb                             
libglu1-mesa-dev                        9.0.2-1.1build1                           deb                             
libglvnd0                               1.7.0-1build1                             deb           (+1 duplicate)    
libglx-dev                              1.7.0-1build1                             deb                             
libglx-mesa0                            24.0.9-0ubuntu0.3                         deb           (+1 duplicate)    
libglx0                                 1.7.0-1build1                             deb           (+1 duplicate)    
libgme0                                 0.6.3-7build1                             deb                             
libgmp10                                2:6.3.0+dfsg-2ubuntu6                     deb                             
libgnome-bluetooth-3.0-13               46.0-1ubuntu1                             deb                             
libgnome-desktop-3-20t64                44.0-5build2                              deb                             
libgnome-menu-3-0                       3.36.0-1.1ubuntu3                         deb                             
libgnome-panel3                         1:3.52.0-1ubuntu2                         deb                             
libgnomekbd-common                      3.28.1-1build3                            deb                             
libgnomekbd8                            3.28.1-1build3                            deb                             
libgnutls30t64                          3.8.3-1.1ubuntu3.2                        deb                             
libgoa-1.0-0b                           3.50.4-0ubuntu2                           deb                             
libgoa-1.0-common                       3.50.4-0ubuntu2                           deb                             
libgomp1                                14.2.0-4ubuntu2~24.04                     deb                             
libgpg-error0                           1.47-3build2                              deb                             
libgpgme11t64                           1.18.0-4.1ubuntu4                         deb                             
libgphoto2-6t64                         2.5.31-2.1build2                          deb                             
libgphoto2-l10n                         2.5.31-2.1build2                          deb                             
libgphoto2-port12t64                    2.5.31-2.1build2                          deb                             
libgpm2                                 1.20.7-11                                 deb                             
libgraphene-1.0-0                       1.10.8-3build2                            deb                             
libgraphite2-3                          1.3.14-2build1                            deb                             
libgs-common                            10.02.1~dfsg1-0ubuntu7.4                  deb                             
libgs10                                 10.02.1~dfsg1-0ubuntu7.4                  deb                             
libgs10-common                          10.02.1~dfsg1-0ubuntu7.4                  deb                             
libgsm1                                 1.0.22-1build1                            deb                             
libgssapi-krb5-2                        1.20.1-6ubuntu2.2                         deb                             
libgssdp-1.6-0                          1.6.3-1build3                             deb                             
libgstreamer-gl1.0-0                    1.24.2-1ubuntu0.2                         deb                             
libgstreamer-plugins-bad1.0-0           1.24.2-1ubuntu4                           deb                             
libgstreamer-plugins-base1.0-0          1.24.2-1ubuntu0.2                         deb                             
libgstreamer-plugins-good1.0-0          1.24.2-1ubuntu1.1                         deb                             
libgstreamer1.0-0                       1.24.2-1ubuntu0.1                         deb                             
libgtk-3-0t64                           3.24.41-4ubuntu1.2                        deb                             
libgtk-3-bin                            3.24.41-4ubuntu1.2                        deb                             
libgtk-3-common                         3.24.41-4ubuntu1.2                        deb                             
libgtk-4-1                              4.14.2+ds-1ubuntu1                        deb                             
libgtk-4-bin                            4.14.2+ds-1ubuntu1                        deb                             
libgtk-4-common                         4.14.2+ds-1ubuntu1                        deb                             
libgtk-4-media-gstreamer                4.14.2+ds-1ubuntu1                        deb                             
libgtk2.0-0t64                          2.24.33-4ubuntu1.1                        deb                             
libgtk2.0-bin                           2.24.33-4ubuntu1.1                        deb                             
libgtk2.0-common                        2.24.33-4ubuntu1.1                        deb                             
libgtkmm-3.0-1t64                       3.24.9-1                                  deb                             
libgtop-2.0-11                          2.41.3-1build4                            deb                             
libgtop2-common                         2.41.3-1build4                            deb                             
libgudev-1.0-0                          1:238-5ubuntu1                            deb                             
libgupnp-1.6-0                          1.6.6-1build3                             deb                             
libgupnp-igd-1.6-0                      1.6.0-3build3                             deb                             
libgusb2                                0.4.8-1build2                             deb                             
libgweather-4-0t64                      4.4.2-1build1                             deb                             
libgweather-4-common                    4.4.2-1build1                             deb                             
libhandy-1-0                            1.8.3-1build2                             deb                             
libharfbuzz-gobject0                    8.3.0-2build2                             deb                             
libharfbuzz-icu0                        8.3.0-2build2                             deb                             
libharfbuzz0b                           8.3.0-2build2                             deb                             
libhash-merge-simple-perl               0.051-3                                   deb                             
libheif-plugin-aomdec                   1.17.6-1ubuntu4.1                         deb                             
libheif-plugin-aomenc                   1.17.6-1ubuntu4.1                         deb                             
libheif-plugin-libde265                 1.17.6-1ubuntu4.1                         deb                             
libheif1                                1.17.6-1ubuntu4.1                         deb                             
libhogweed6t64                          3.9.1-2.2build1.1                         deb                             
libhunspell-1.7-0                       1.7.2+really1.7.2-10build3                deb                             
libhwy1t64                              1.0.7-8.1build1                           deb                             
libhyphen0                              2.8.8-7build3                             deb                             
libibus-1.0-5                           1.5.29-2                                  deb                             
libibverbs1                             50.0-2build2                              deb                             
libical3t64                             3.0.17-1.1build3                          deb                             
libice6                                 2:1.0.10-1build3                          deb                             
libicu74                                74.2-1ubuntu3.1                           deb           (+1 duplicate)    
libidn12                                1.42-1build1                              deb                             
libidn2-0                               2.3.7-2build1                             deb                             
libido3-0.1-0                           13.10.0+22.10.20221007-0ubuntu3           deb                             
libiec61883-0                           1.2.0-6build1                             deb                             
libieee1284-3t64                        0.2.11-14.1build1                         deb                             
libigdgmm12                             22.3.17+ds1-1                             deb                             
libijs-0.35                             0.35-15.1build1                           deb                             
libimath-3-1-29t64                      3.1.9-3.1ubuntu2                          deb                             
libimobiledevice6                       1.3.0-8.1build3                           deb                             
libindicator3-7                         16.10.0+18.04.20180321.1-0ubuntu8         deb                             
libinput-bin                            1.25.0-1ubuntu2                           deb                             
libinput10                              1.25.0-1ubuntu2                           deb                             
libinstpatch-1.0-2                      1.1.6-1build2                             deb                             
libintl                                 0.21                                      java-archive                    
libip4tc2                               1.8.10-3ubuntu2                           deb                             
libip6tc2                               1.8.10-3ubuntu2                           deb                             
libisl23                                0.26-3build1                              deb                             
libjack-jackd2-0                        1.9.21~dfsg-3ubuntu3                      deb                             
libjansson4                             2.14-2build2                              deb                             
libjavascriptcoregtk-4.1-0              2.46.4-0ubuntu0.24.04.1                   deb                             
libjbig0                                2.1-6.1ubuntu2                            deb                             
libjbig2dec0                            0.20-1build3                              deb                             
libjpeg-turbo8                          2.1.5-2ubuntu2                            deb                             
libjpeg8                                8c-2ubuntu11                              deb                             
libjson-c5                              0.17-1build1                              deb                             
libjson-glib-1.0-0                      1.8.0-2build2                             deb                             
libjson-glib-1.0-common                 1.8.0-2build2                             deb                             
libjxl0.7                               0.7.0-10.2ubuntu6                         deb                             
libk5crypto3                            1.20.1-6ubuntu2.2                         deb                             
libkeybinder-3.0-0                      0.3.2-1.1build2                           deb                             
libkeyutils1                            1.6.3-3build1                             deb                             
libkmod2                                31+20240202-2ubuntu7                      deb                             
libkrb5-3                               1.20.1-6ubuntu2.2                         deb                             
libkrb5support0                         1.20.1-6ubuntu2.2                         deb                             
libksba8                                1.6.6-1build1                             deb                             
liblapack3                              3.12.0-3build1.1                          deb                             
liblc3-1                                1.0.4-3build1                             deb                             
liblcms2-2                              2.14-2build1                              deb                             
libldacbt-enc2                          2.0.2.3+git20200429+ed310a0-4ubuntu2      deb                             
libldap-common                          2.6.7+dfsg-1~exp1ubuntu8.1                deb                             
libldap2                                2.6.7+dfsg-1~exp1ubuntu8.1                deb                             
libldb2                                 2:2.8.0+samba4.19.5+dfsg-4ubuntu9         deb                             
liblerc4                                4.0.0+ds-4ubuntu2                         deb                             
liblightdm-gobject-1-0                  1.30.0-0ubuntu14                          deb                             
liblilv-0-0                             0.24.22-1build1                           deb                             
liblist-moreutils-perl                  0.430-2                                   deb                             
liblist-moreutils-xs-perl               0.430-3build5                             deb                             
libllvm17t64                            1:17.0.6-9ubuntu1                         deb           (+1 duplicate)    
liblmdb0                                0.9.31-1build1                            deb                             
liblocale-gettext-perl                  1.07-6ubuntu5                             deb                             
liblouis-data                           3.29.0-1build1                            deb                             
liblouis20                              3.29.0-1build1                            deb                             
liblouisutdml-bin                       2.12.0-3.1build1                          deb                             
liblouisutdml-data                      2.12.0-3.1build1                          deb                             
liblouisutdml9t64                       2.12.0-3.1build1                          deb                             
liblrdf0                                0.6.1-4build1                             deb                             
libltc11                                1.3.2-1build1                             deb                             
libltdl7                                2.4.7-7build1                             deb                             
liblz4-1                                1.9.4-1build1.1                           deb                             
liblzma5                                5.6.1+really5.4.5-1build0.1               deb           (+1 duplicate)    
liblzo2-2                               2.10-2build4                              deb                             
libmagic-mgc                            1:5.45-3build1                            deb                             
libmagic1t64                            1:5.45-3build1                            deb                             
libmanette-0.2-0                        0.2.7-1build2                             deb                             
libmbedcrypto7t64                       2.28.8-1                                  deb                             
libmbim-glib4                           1.31.2-0ubuntu3                           deb                             
libmbim-proxy                           1.31.2-0ubuntu3                           deb                             
libmbim-utils                           1.31.2-0ubuntu3                           deb                             
libmd0                                  1.1.0-2build1                             deb           (+1 duplicate)    
libmd4c0                                0.4.8-1build1                             deb                             
libmessaging-menu0                      23.10.0-1build3                           deb                             
libmfx1                                 22.5.4-1                                  deb                             
libmjpegutils-2.1-0t64                  1:2.1.0+debian-8.1build1                  deb                             
libmm-glib0                             1.23.4-0ubuntu2                           deb                             
libmnl0                                 1.0.5-2build1                             deb                             
libmodplug1                             1:0.8.9.0-3build1                         deb                             
libmodule-implementation-perl           0.09-2                                    deb                             
libmodule-pluggable-perl                5.2-4                                     deb                             
libmodule-runtime-perl                  0.016-2                                   deb                             
libmount1                               2.39.3-9ubuntu6.1                         deb                             
libmp3lame0                             3.100-6build1                             deb                             
libmpc3                                 1.3.1-1build1                             deb                             
libmpcdec6                              2:0.1~r495-2build1                        deb                             
libmpeg2-4                              0.5.1-9build1                             deb                             
libmpeg2encpp-2.1-0t64                  1:2.1.0+debian-8.1build1                  deb                             
libmpfr6                                4.2.1-1build1                             deb                             
libmpg123-0t64                          1.32.5-1ubuntu1.1                         deb                             
libmplex2-2.1-0t64                      1:2.1.0+debian-8.1build1                  deb                             
libmro-compat-perl                      0.15-2                                    deb                             
libmsgraph-0-1                          0.2.1-0ubuntu3                            deb                             
libmtdev1t64                            1.1.6-1.1build1                           deb                             
libmtp-common                           1.1.21-3.1build1                          deb                             
libmtp-runtime                          1.1.21-3.1build1                          deb                             
libmtp9t64                              1.1.21-3.1build1                          deb                             
libmysofa1                              1.3.2+dfsg-2ubuntu2                       deb                             
libnamespace-autoclean-perl             0.29-2                                    deb                             
libnamespace-clean-perl                 0.27-2                                    deb                             
libncurses6                             6.4+20240113-1ubuntu2                     deb                             
libncursesw6                            6.4+20240113-1ubuntu2                     deb                             
libndp0                                 1.8-1fakesync1ubuntu0.24.04.1             deb                             
libneon27t64                            0.33.0-1.1build3                          deb                             
libnetfilter-conntrack3                 1.0.9-6build1                             deb                             
libnetplan1                             1.0.1-1ubuntu2~24.04.1                    deb                             
libnettle8t64                           3.9.1-2.2build1.1                         deb                             
libnewt0.52                             0.52.24-2ubuntu2                          deb                             
libnfnetlink0                           1.0.2-2build1                             deb                             
libnfs14                                5.0.2-1build1                             deb                             
libnftables1                            1.0.9-1build1                             deb                             
libnftnl11                              1.2.6-2build1                             deb                             
libnghttp2-14                           1.59.0-1ubuntu0.1                         deb                             
libnice10                               0.1.21-2build3                            deb                             
libnl-3-200                             3.7.0-0.3build1                           deb                             
libnl-genl-3-200                        3.7.0-0.3build1                           deb                             
libnl-route-3-200                       3.7.0-0.3build1                           deb                             
libnm0                                  1.46.0-1ubuntu2.2                         deb                             
libnma-common                           1.10.6-3build2                            deb                             
libnma0                                 1.10.6-3build2                            deb                             
libnorm1t64                             1.5.9+dfsg-3.1build1                      deb                             
libnotify-bin                           0.8.3-1build2                             deb                             
libnotify4                              0.8.3-1build2                             deb                             
libnpth0t64                             1.6-3.1build1                             deb                             
libnspr4                                2:4.35-1.1build1                          deb                             
libnss-mdns                             0.15.1-4build1                            deb                             
libnss-systemd                          255.4-1ubuntu8.4                          deb                             
libnss3                                 2:3.98-1build1                            deb                             
libnss3-tools                           2:3.98-1build1                            deb                             
libntfs-3g89t64                         1:2022.10.3-1.2ubuntu3                    deb                             
libnuma1                                2.0.18-1build1                            deb                             
libnvme1t64                             1.8-3build1                               deb                             
libogg0                                 1.3.5-3build1                             deb                             
libopenal-data                          1:1.23.1-4build1                          deb                             
libopenal1                              1:1.23.1-4build1                          deb                             
libopenexr-3-1-30                       3.1.5-5.1build3                           deb                             
libopengl-dev                           1.7.0-1build1                             deb                             
libopengl0                              1.7.0-1build1                             deb                             
libopenh264-7                           2.4.1+dfsg-1                              deb                             
libopenjp2-7                            2.5.0-2ubuntu0.2                          deb                             
libopenmpt0t64                          0.7.3-1.1build3                           deb                             
libopenni2-0                            2.2.0.33+dfsg-18                          deb                             
libopus0                                1.4-1build1                               deb                             
liborc-0.4-0t64                         1:0.4.38-1ubuntu0.1                       deb                             
libp11-kit0                             0.25.3-4ubuntu2.1                         deb                             
libpackage-stash-perl                   0.40-1                                    deb                             
libpackage-stash-xs-perl                0.30-1build4                              deb                             
libpackagekit-glib2-18                  1.2.8-2ubuntu1.1                          deb                             
libpadwalker-perl                       2.5-1build6                               deb                             
libpam-cap                              1:2.66-5ubuntu2                           deb                             
libpam-gnome-keyring                    46.1-2build1                              deb                             
libpam-modules                          1.5.3-5ubuntu5.1                          deb                             
libpam-modules-bin                      1.5.3-5ubuntu5.1                          deb                             
libpam-runtime                          1.5.3-5ubuntu5.1                          deb                             
libpam-systemd                          255.4-1ubuntu8.4                          deb                             
libpam0g                                1.5.3-5ubuntu5.1                          deb                             
libpango-1.0-0                          1.52.1+ds-1build1                         deb                             
libpangocairo-1.0-0                     1.52.1+ds-1build1                         deb                             
libpangoft2-1.0-0                       1.52.1+ds-1build1                         deb                             
libpangomm-1.4-1v5                      2.46.4-1build3                            deb                             
libpangoxft-1.0-0                       1.52.1+ds-1build1                         deb                             
libpaper-utils                          1.1.29build1                              deb                             
libpaper1                               1.1.29build1                              deb                             
libparams-classify-perl                 0.015-2build5                             deb                             
libparams-util-perl                     1.102-2build3                             deb                             
libparams-validationcompiler-perl       0.31-1                                    deb                             
libparted2t64                           3.6-4build1                               deb                             
libpcap0.8t64                           1.10.4-4.1ubuntu3                         deb                             
libpci3                                 1:3.10.0-2build1                          deb                             
libpciaccess0                           0.17-3build1                              deb           (+1 duplicate)    
libpcre2-16-0                           10.42-4ubuntu2                            deb                             
libpcre2-32-0                           10.42-4ubuntu2                            deb                             
libpcre2-8-0                            10.42-4ubuntu2                            deb                             
libpcsclite1                            2.0.3-1build1                             deb                             
libperl5.38t64                          5.38.2-3.2build2                          deb                             
libpgm-5.3-0t64                         5.3.128~dfsg-2.1build1                    deb                             
libphonenumber8                         8.12.57+ds-4.2build3                      deb                             
libpipeline1                            1.5.7-2                                   deb                             
libpipewire-0.3-0t64                    1.0.5-1ubuntu2                            deb                             
libpipewire-0.3-common                  1.0.5-1ubuntu2                            deb                             
libpixman-1-0                           0.42.2-1build1                            deb                             
libplacebo338                           6.338.2-2build1                           deb                             
libplist-2.0-4                          2.3.0-1~exp2build2                        deb                             
libplymouth5                            24.004.60-1ubuntu7                        deb                             
libpng16-16t64                          1.6.43-5build1                            deb                             
libpocketsphinx3                        0.8.0+real5prealpha+1-15ubuntu5           deb                             
libpolkit-agent-1-0                     124-2ubuntu1                              deb                             
libpolkit-gobject-1-0                   124-2ubuntu1                              deb                             
libpoppler-cpp0t64                      24.02.0-1ubuntu9.1                        deb                             
libpoppler-glib8t64                     24.02.0-1ubuntu9.1                        deb                             
libpoppler134                           24.02.0-1ubuntu9.1                        deb                             
libpopt0                                1.19+dfsg-1build1                         deb                             
libpostproc57                           7:6.1.1-3ubuntu5                          deb                             
libppd2                                 2:2.0.0-0ubuntu4.1                        deb                             
libppd2-common                          2:2.0.0-0ubuntu4.1                        deb                             
libproc2-0                              2:4.0.4-4ubuntu3.2                        deb                             
libprotobuf32t64                        3.21.12-8.2build1                         deb                             
libproxy1v5                             0.5.4-4build1                             deb                             
libpsl5t64                              0.21.2-1.1build1                          deb                             
libpthread-stubs0-dev                   0.4-1build3                               deb                             
libpulse-mainloop-glib0                 1:16.1+dfsg1-2ubuntu10                    deb                             
libpulse0                               1:16.1+dfsg1-2ubuntu10                    deb                             
libpwquality-common                     1.4.5-3build1                             deb                             
